Geneid;ERR458493;ERR458494;;;;
YNL319W;1;0;;;;
YNL318C;0;0;;;;
YNL317W;31;31;;;;
YNL316C;27;17;;;;
YNL315C;80;89;;;;
YNL314W;17;25;;;;
YNL313C;20;30;;;;
YNL312W;3;3;;;;
YNL312W;68;78;;;;
YNL311C;27;32;;;;
YNL310C;42;39;;;;
YNL309W;35;46;;;;
YNL308C;68;93;;;;
YNL307C;111;110;;;;
YNL306W;118;101;;;;
YNL305C;119;115;;;;
YNL304W;27;33;;;;
YNL303W;4;0;;;;
YNL302C;1263;1304;;;;
YNL302C;164;182;;;;
YNL301C;138;133;;;;
YNL301C;32;25;;;;
YNL300W;120;125;;;;
YNL299W;4;11;;;;
YNL298W;43;42;;;;
YNL297C;67;76;;;;
YNL296W;1;2;;;;
YNL295W;36;31;;;;
YNL294C;159;171;;;;
YNL293W;62;58;;;;
YNL292W;40;37;;;;
YNL291C;36;39;;;;
YNL290W;109;100;;;;
YNL289W;49;63;;;;
snR40;0;0;;;;
YNL288W;109;91;;;;
YNL287W;214;216;;;;
YNL286W;25;32;;;;
YNL285W;0;1;;;;
tG(UCC)N;0;0;;;;
YNL284C-B;11;5;;;;
YNL284C-A;9;6;;;;
YNL284C-B;9;6;;;;
tN(GUU)N1;0;0;;;;
YNL284C;38;37;;;;
tT(AGU)N1;0;0;;;;
YNL283C;143;156;;;;
YNL282W;10;21;;;;
YNL281W;87;94;;;;
YNL280C;152;136;;;;
YNL279W;5;14;;;;
YNL278W;47;39;;;;
YNL277W-A;0;0;;;;
YNL277W;51;47;;;;
YNL276C;12;14;;;;
YNL275W;40;30;;;;
YNL274C;79;68;;;;
YNL273W;19;22;;;;
YNL272C;61;55;;;;
YNL271C;150;129;;;;
YNL270C;6;6;;;;
YNL269W;0;0;;;;
YNL268W;199;174;;;;
YNL267W;99;77;;;;
YNL266W;17;15;;;;
YNL265C;34;37;;;;
YNL265C;1;0;;;;
YNL264C;44;56;;;;
YNL263C;103;84;;;;
YNL262W;51;51;;;;
YNL261W;39;35;;;;
YNL260C;9;11;;;;
YNL259C;8;20;;;;
YNL258C;45;63;;;;
YNL257C;68;32;;;;
YNL256W;42;40;;;;
YNL255C;397;394;;;;
YNL254C;11;15;;;;
YNL253W;29;23;;;;
YNL252C;35;42;;;;
YNL251C;128;134;;;;
YNL250W;26;40;;;;
YNL249C;23;15;;;;
YNL248C;82;62;;;;
YNL247W;239;235;;;;
YNL246W;3;3;;;;
YNL246W;93;72;;;;
YNL245C;34;41;;;;
YNL244C;248;262;;;;
YNL243W;371;360;;;;
YNL242W;71;68;;;;
YNL241C;545;545;;;;
YNL240C;56;58;;;;
YNL239W;188;205;;;;
YNL238W;82;125;;;;
YNL237W;40;33;;;;
YNL236W;52;48;;;;
YNL235C;17;17;;;;
YNL234W;26;20;;;;
YNL233W;36;35;;;;
YNL232W;53;58;;;;
YNL231C;89;110;;;;
YNL230C;37;21;;;;
YNL229C;114;106;;;;
YNL228W;27;17;;;;
YNL227C;40;26;;;;
YNL226W;4;2;;;;
YNL225C;12;10;;;;
YNL224C;60;49;;;;
YNL223W;42;40;;;;
YNL222W;12;12;;;;
snR19;5;5;;;;
YNL221C;103;88;;;;
YNL220W;282;290;;;;
YNL219C;65;78;;;;
YNL218W;29;32;;;;
YNL217W;241;222;;;;
YNL216W;62;63;;;;
YNL215W;85;82;;;;
YNL214W;9;14;;;;
YNL213C;14;21;;;;
YNL212W;79;70;;;;
YNL211C;2;2;;;;
YNL210W;1;1;;;;
YNL209W;1404;1346;;;;
YNL208W;1453;1457;;;;
YNL207W;46;26;;;;
YNL206C;62;48;;;;
YNL205C;1;1;;;;
YNL204C;8;8;;;;
YNL203C;6;6;;;;
YNL202W;10;7;;;;
YNL201C;22;31;;;;
YNL200C;57;75;;;;
YNL199C;68;76;;;;
YNL198C;7;1;;;;
YNL197C;102;117;;;;
YNL196C;15;16;;;;
YNL195C;17;22;;;;
YNL194C;12;16;;;;
YNL193W;48;28;;;;
YNL192W;333;335;;;;
YNL191W;26;28;;;;
YNL190W;192;205;;;;
YNL189W;135;135;;;;
YNL188W;18;25;;;;
YNL187W;18;19;;;;
YNL186W;54;51;;;;
YNL185C;53;43;;;;
YNL184C;12;8;;;;
YNL183C;62;56;;;;
YNL182C;29;21;;;;
YNL181W;54;48;;;;
YNL180C;91;72;;;;
YNL179C;6;11;;;;
YNL178W;1919;1895;;;;
YNL177C;75;87;;;;
YNL176C;104;122;;;;
YNL175C;76;73;;;;
YNL174W;12;19;;;;
YNL173C;205;201;;;;
YNL172W;29;37;;;;
YNL171C;3;7;;;;
YNL170W;26;22;;;;
YNL169C;102;70;;;;
YNL168C;64;64;;;;
YNL167C;66;79;;;;
YNL166C;51;53;;;;
YNL165W;45;29;;;;
YNL164C;17;8;;;;
YNL163C;71;58;;;;
YNL162W-A;0;2;;;;
YNL162W;63;65;;;;
YNL162W;386;418;;;;
YNL161W;94;72;;;;
YNL160W;251;249;;;;
YNL159C;60;57;;;;
YNL158W;23;29;;;;
YNL157W;104;116;;;;
YNL156C;85;76;;;;
YNL155W;83;61;;;;
YNL154C;241;268;;;;
YNL153C;97;111;;;;
YNL152W;49;36;;;;
YNL151C;93;78;;;;
YNL150W;65;69;;;;
YNL149C;83;90;;;;
YNL148C;53;46;;;;
YNL147W;6;3;;;;
YNL147W;46;37;;;;
YNL146C-A;4;3;;;;
YNL146W;1;7;;;;
YNL145W;63;70;;;;
YNL144C;134;145;;;;
YNL144W-A;12;10;;;;
YNL143C;4;5;;;;
YNL142W;21;30;;;;
YNL141W;78;83;;;;
YNL140C;24;48;;;;
YNL139C;73;92;;;;
YNL138W-A;0;1;;;;
YNL138W-A;21;21;;;;
YNL138W;262;261;;;;
YNL137C;60;59;;;;
YNL136W;45;61;;;;
YNL135C;528;502;;;;
YNL134C;246;227;;;;
YNL133C;2;6;;;;
tF(GAA)N;0;0;;;;
tF(GAA)N;0;0;;;;
YNL132W;51;51;;;;
YNL131W;121;99;;;;
YNL130C;71;52;;;;
YNL130C;2;2;;;;
YNL130C-A;1;0;;;;
YNL129W;11;16;;;;
YNL128W;4;5;;;;
YNL127W;40;30;;;;
YNL126W;14;7;;;;
YNL125C;87;57;;;;
YNL124W;32;43;;;;
YNL123W;72;66;;;;
YNL122C;12;13;;;;
YNL121C;142;123;;;;
YNL120C;1;3;;;;
YNL119W;11;15;;;;
YNL118C;115;133;;;;
YNL117W;12;12;;;;
YNL116W;33;29;;;;
YNL115C;89;102;;;;
YNL114C;32;16;;;;
YNL113W;45;20;;;;
YNL112W;225;248;;;;
YNL112W;161;178;;;;
YNL111C;19;22;;;;
YNL110C;26;45;;;;
YNL109W;20;22;;;;
YNL108C;32;31;;;;
YNL107W;13;14;;;;
YNL106C;46;54;;;;
YNL105W;1;4;;;;
YNL104C;520;515;;;;
YNL103W-A;4;5;;;;
YNL103W;72;85;;;;
YNL102W;38;38;;;;
YNL101W;51;49;;;;
YNL100W;60;64;;;;
YNL099C;46;53;;;;
YNL098C;578;570;;;;
YNL097C-B;3;2;;;;
YNL097C;122;97;;;;
YNL097W-A;40;35;;;;
tL(CAA)N;0;0;;;;
tL(CAA)N;0;0;;;;
YNL096C;206;139;;;;
YNL096C;86;85;;;;
YNL095C;28;29;;;;
YNL094W;130;137;;;;
YNL093W;11;5;;;;
YNL092W;20;21;;;;
YNL091W;189;207;;;;
YNL090W;39;36;;;;
YNL089C;33;28;;;;
YNL088W;60;76;;;;
YNL087W;145;152;;;;
YNL086W;7;9;;;;
YNL085W;111;109;;;;
YNL084C;90;97;;;;
YNL083W;30;33;;;;
YNL082W;14;24;;;;
YNL081C;59;68;;;;
YNL080C;88;79;;;;
YNL079C;416;394;;;;
YNL078W;81;55;;;;
YNL077W;31;30;;;;
YNL076W;61;78;;;;
YNL075W;35;38;;;;
YNL074C;126;116;;;;
YNL073W;124;111;;;;
YNL072W;23;34;;;;
YNL071W;564;580;;;;
YNL070W;35;37;;;;
YNL069C;742;786;;;;
YNL069C;60;56;;;;
YNL068C;70;50;;;;
YNL067W-A;0;0;;;;
YNL067W-B;0;0;;;;
YNL067W;380;366;;;;
YNL066W;298;275;;;;
YNL065W;23;19;;;;
YNL064C;414;377;;;;
YNL063W;25;18;;;;
YNL062C;26;15;;;;
YNL061W;125;141;;;;
YNL059C;114;95;;;;
YNL058C;107;69;;;;
YNL057W;52;29;;;;
YNL056W;86;81;;;;
YNL055C;768;740;;;;
tD(GUC)N;0;1;;;;
YNL054W-B;3;1;;;;
YNL054W-A;3;1;;;;
YNL054W-B;12;12;;;;
YNL054W;70;71;;;;
YNL053W;44;46;;;;
YNL052W;117;123;;;;
YNL051W;23;28;;;;
YNL050C;20;17;;;;
YNL050C;0;0;;;;
YNL049C;68;65;;;;
YNL048W;36;41;;;;
YNL047C;27;22;;;;
YNL046W;52;45;;;;
YNL045W;129;109;;;;
YNL044W;5;5;;;;
YNL044W;97;102;;;;
YNL043C;79;83;;;;
tP(UGG)N1;0;0;;;;
YNL042W-B;1;0;;;;
tP(UGG)N1;0;0;;;;
YNL042W;43;44;;;;
YNL041C;45;48;;;;
YNL040W;25;17;;;;
YNL039W;68;62;;;;
YNL038W;35;21;;;;
YNL038W;2;4;;;;
YNL037C;380;330;;;;
YNL036W;131;129;;;;
tT(AGU)N2;0;0;;;;
tP(UGG)N2;0;0;;;;
tP(UGG)N2;0;0;;;;
YNL035C;39;45;;;;
tI(AAU)N1;0;0;;;;
YNL034W;1;2;;;;
YNL033W;0;0;;;;
YNL032W;47;48;;;;
YNL031C;503;492;;;;
YNL030W;570;554;;;;
YNL029C;34;38;;;;
YNL028W;1;1;;;;
YNL027W;75;64;;;;
YNL026W;57;42;;;;
YNL025C;31;29;;;;
NME1;1;4;;;;
snR66;0;2;;;;
YNL024C-A;45;36;;;;
YNL024C;33;39;;;;
YNL023C;56;51;;;;
YNL022C;32;27;;;;
YNL021W;40;55;;;;
YNL020C;57;83;;;;
YNL019C;2;0;;;;
YNL018C;3;1;;;;
YNL017C;0;1;;;;
tI(AAU)N2;0;0;;;;
YNL016W;332;314;;;;
YNL015W;69;61;;;;
YNL014W;23;23;;;;
YNL013C;4;3;;;;
YNL012W;2;0;;;;
YNL012W;8;11;;;;
YNL011C;49;41;;;;
YNL010W;162;158;;;;
YNL009W;14;15;;;;
YNL008C;38;30;;;;
YNL007C;214;194;;;;
YNL006W;70;63;;;;
YNL005C;66;48;;;;
YNL004W;4;2;;;;
YNL004W;145;148;;;;
YNL003C;64;76;;;;
YNL002C;66;56;;;;
YNL001W;29;28;;;;
YNR001C;399;345;;;;
YNR001W-A;0;0;;;;
tP(AGG)N;0;0;;;;
tN(GUU)N2;0;1;;;;
YNR002C;47;45;;;;
YNR003C;36;30;;;;
YNR003W-A;7;10;;;;
YNR004W;10;10;;;;
YNR005C;10;12;;;;
YNR006W;115;109;;;;
YNR007C;44;31;;;;
YNR008W;90;52;;;;
YNR009W;25;27;;;;
YNR010W;7;7;;;;
YNR011C;31;35;;;;
YNR012W;14;15;;;;
YNR013C;169;171;;;;
YNR014W;115;104;;;;
YNR015W;47;53;;;;
YNR016C;753;734;;;;
YNR017W;236;200;;;;
YNR018W;137;144;;;;
YNR019W;165;165;;;;
YNR020C;45;34;;;;
YNR021W;133;141;;;;
YNR022C;32;35;;;;
YNR023W;20;34;;;;
YNR024W;18;17;;;;
YNR025C;13;17;;;;
YNR026C;47;52;;;;
YNR027W;50;46;;;;
YNR028W;57;51;;;;
YNR029C;60;41;;;;
YNR030W;68;51;;;;
YNR031C;107;109;;;;
YNR032W;43;52;;;;
YNR032C-A;12;15;;;;
YNR033W;113;98;;;;
YNR034W;41;30;;;;
YNR034W-A;84;77;;;;
YNR035C;202;198;;;;
YNR036C;268;222;;;;
YNR037C;64;70;;;;
YNR038W;16;24;;;;
YNR039C;51;34;;;;
YNR040W;22;26;;;;
YNR041C;96;112;;;;
YNR042W;29;39;;;;
YNR043W;193;159;;;;
YNR044W;50;28;;;;
YNR045W;50;46;;;;
YNR046W;84;83;;;;
YNR047W;45;40;;;;
YNR048W;19;15;;;;
YNR049C;36;52;;;;
YNR050C;238;218;;;;
snR49;10;3;;;;
YNR051C;134;134;;;;
YNR052C;108;107;;;;
YNR053C;14;23;;;;
snR191;1;0;;;;
YNR053C;17;11;;;;
YNR054C;21;26;;;;
tL(UAA)N;0;0;;;;
YNR055C;119;112;;;;
YNR056C;21;18;;;;
YNR057C;14;19;;;;
YNR058W;22;9;;;;
YNR059W;54;51;;;;
YNR060W;32;31;;;;
YNR061C;59;65;;;;
YNR062C;9;6;;;;
YNR063W;2;9;;;;
YNR064C;7;5;;;;
YNR065C;46;47;;;;
YNR066C;4;3;;;;
YNR067C;99;119;;;;
YNR068C;11;6;;;;
YNR069C;13;7;;;;
YNR070W;29;34;;;;
YNR071C;6;7;;;;
YNR072W;11;9;;;;
YNR073C;11;9;;;;
YNR074C;32;33;;;;
YNR075W;13;19;;;;
YNR075C-A;1;6;;;;
YNR076W;0;0;;;;
YNR077C;0;0;;;;
YOL166W-A;0;0;;;;
YOL166C;0;0;;;;
YOL165C;1;0;;;;
YOL164W-A;4;3;;;;
YOL164W;56;63;;;;
YOL163W;6;1;;;;
YOL162W;3;5;;;;
YOL161C;0;0;;;;
YOL160W;0;1;;;;
YOL159C-A;8;2;;;;
YOL159C;25;23;;;;
YOL158C;347;372;;;;
YOL157C;4;5;;;;
YOL156W;4;6;;;;
YOL155W-A;0;0;;;;
YOL155C;399;408;;;;
YOL154W;17;21;;;;
YOL153C;83;81;;;;
YOL152W;30;21;;;;
YOL151W;56;47;;;;
YOL150C;13;18;;;;
YOL149W;42;40;;;;
YOL148C;50;55;;;;
YOL147C;63;46;;;;
YOL146W;15;15;;;;
YOL145C;117;72;;;;
YOL144W;27;18;;;;
YOL143C;395;430;;;;
YOL142W;32;33;;;;
YOL141W;2;0;;;;
YOL140W;21;19;;;;
YOL139C;357;349;;;;
YOL138C;44;59;;;;
YOL137W;25;26;;;;
YOL136C;94;76;;;;
YOL135C;24;23;;;;
YOL134C;50;53;;;;
YOL133W;72;66;;;;
YOL132W;3;1;;;;
YOL131W;0;2;;;;
YOL130W;186;175;;;;
YOL129W;176;167;;;;
YOL128C;5;8;;;;
YOL127W;120;108;;;;
YOL127W;1359;1311;;;;
YOL126C;281;249;;;;
YOL125W;30;38;;;;
YOL124C;22;19;;;;
YOL123W;281;290;;;;
YOL122C;81;93;;;;
YOL121C;854;771;;;;
YOL121C;178;152;;;;
YOL120C;1202;1192;;;;
YOL120C;439;440;;;;
YOL119C;55;48;;;;
YOL118C;5;2;;;;
YOL117W;22;14;;;;
YOL116W;39;48;;;;
YOL115W;33;52;;;;
YOL114C;8;7;;;;
YOL113W;94;94;;;;
YOL112W;37;48;;;;
YOL111C;69;81;;;;
YOL110W;44;73;;;;
YOL109W;465;453;;;;
tG(UCC)O;0;0;;;;
YOL108C;17;23;;;;
YOL107W;14;19;;;;
YOL106W;2;4;;;;
tT(AGU)O1;0;0;;;;
YOL105C;49;52;;;;
YOL104C;8;4;;;;
YOL103W-B;5;6;;;;
YOL103W-A;5;6;;;;
YOL103W-B;1;0;;;;
YOL103W;96;89;;;;
YOL102C;21;15;;;;
YOL101C;46;31;;;;
YOL100W;55;53;;;;
YOL099C;17;6;;;;
YOL098C;122;110;;;;
snR58;0;1;;;;
YOL097W-A;0;3;;;;
YOL097C;262;246;;;;
YOL096C;53;45;;;;
YOL095C;10;15;;;;
YOL094C;24;24;;;;
YOL093W;40;36;;;;
YOL092W;82;105;;;;
YOL091W;1;1;;;;
YOL090W;53;45;;;;
YOL089C;23;28;;;;
YOL088C;39;48;;;;
YOL087C;212;199;;;;
YOL086W-A;31;29;;;;
YOL086C;18038;17983;;;;
YOL085W-A;3;1;;;;
YOL085C;3;2;;;;
YOL084W;5;11;;;;
YOL083W;18;29;;;;
YOL083C-A;2;7;;;;
YOL082W;114;120;;;;
YOL081W;122;122;;;;
YOL080C;16;14;;;;
YOL079W;8;6;;;;
YOL078W;21;27;;;;
YOL077W-A;22;33;;;;
YOL077C;71;86;;;;
YOL076W;24;21;;;;
YOL075C;26;30;;;;
YOL073C;48;72;;;;
YOL072W;36;29;;;;
YOL071W;27;28;;;;
YOL070C;76;75;;;;
YOL069W;16;14;;;;
YOL068C;94;82;;;;
YOL067C;25;32;;;;
YOL066C;36;41;;;;
YOL065C;37;40;;;;
YOL064C;143;138;;;;
YOL063C;59;42;;;;
YOL062C;188;173;;;;
YOL061W;159;179;;;;
YOL060C;168;165;;;;
YOL059W;343;336;;;;
YOL058W;106;96;;;;
YOL057W;79;70;;;;
YOL056W;50;43;;;;
YOL055C;33;31;;;;
tG(GCC)O1;0;0;;;;
tN(GUU)O1;0;0;;;;
YOL054W;41;38;;;;
YOL053W;49;40;;;;
YOL052C-A;41;60;;;;
YOL052C;60;64;;;;
snR81;3;3;;;;
YOL051W;126;101;;;;
YOL050C;9;5;;;;
YOL049W;122;127;;;;
YOL048C;38;38;;;;
YOL048C;11;7;;;;
YOL047C;14;9;;;;
YOL047C;1;5;;;;
YOL046C;10;9;;;;
YOL045W;80;84;;;;
YOL044W;19;18;;;;
YOL043C;41;40;;;;
YOL042W;20;26;;;;
YOL041C;54;32;;;;
YOL040C;982;992;;;;
YOL039W;671;660;;;;
YOL038C-A;0;2;;;;
YOL038W;370;347;;;;
YOL037C;5;1;;;;
YOL036W;87;88;;;;
YOL035C;14;22;;;;
snR50;3;0;;;;
YOL034W;16;14;;;;
YOL033W;28;26;;;;
YOL032W;29;36;;;;
YOL031C;54;45;;;;
YOL030W;271;289;;;;
YOL029C;47;31;;;;
YOL028C;28;42;;;;
YOL027C;92;79;;;;
YOL026C;72;67;;;;
tS(GCU)O;0;0;;;;
tS(GCU)O;0;0;;;;
YOL025W;19;17;;;;
YOL024W;1;0;;;;
YOL023W;20;24;;;;
YOL022C;51;61;;;;
tG(GCC)O2;0;0;;;;
YOL021C;112;89;;;;
YOL020W;129;123;;;;
tY(GUA)O;0;0;;;;
tY(GUA)O;0;0;;;;
YOL019W-A;0;0;;;;
YOL019W;69;62;;;;
YOL018C;66;83;;;;
YOL017W;14;11;;;;
YOL016C;557;590;;;;
YOL015W;11;13;;;;
YOL014W;32;32;;;;
YOL013W-B;1;0;;;;
YOL013W-A;1;4;;;;
tP(UGG)O1;0;0;;;;
tP(UGG)O1;1;2;;;;
YOL013C;95;70;;;;
YOL012C;97;84;;;;
YOL011W;52;47;;;;
YOL010W;16;13;;;;
YOL009C;21;16;;;;
YOL008W;11;11;;;;
YOL007C;57;69;;;;
YOL006C;40;38;;;;
YOL005C;67;80;;;;
YOL004W;236;224;;;;
YOL003C;31;25;;;;
YOL002C;99;100;;;;
YOL001W;14;27;;;;
YOR001W;44;45;;;;
YOR002W;97;127;;;;
YOR003W;23;33;;;;
YOR004W;27;26;;;;
YOR005C;25;35;;;;
YOR006C;24;36;;;;
YOR007C;467;468;;;;
tR(ACG)O;0;0;;;;
YOR008C;181;185;;;;
YOR008C-A;0;0;;;;
YOR008W-B;1;0;;;;
YOR009W;61;39;;;;
YOR010C;15;15;;;;
YOR011W;34;31;;;;
tT(AGU)O2;0;0;;;;
YOR011W-A;0;0;;;;
YOR012W;12;11;;;;
YOR013W;9;13;;;;
YOR014W;164;179;;;;
YOR015W;43;41;;;;
YOR016C;38;36;;;;
YOR017W;23;27;;;;
YOR018W;102;112;;;;
YOR019W;29;43;;;;
YOR020C;180;211;;;;
YOR020W-A;33;45;;;;
YOR021C;112;101;;;;
YOR022C;25;18;;;;
YOR023C;83;90;;;;
YOR024W;0;0;;;;
YOR025W;54;47;;;;
YOR026W;27;13;;;;
YOR027W;365;354;;;;
YOR028C;34;36;;;;
YOR029W;2;0;;;;
YOR030W;19;27;;;;
YOR031W;22;21;;;;
YOR032C;19;24;;;;
YOR032W-A;2;1;;;;
YOR033C;52;43;;;;
YOR034C;27;31;;;;
YOR034C-A;2;4;;;;
YOR035C;68;71;;;;
YOR036W;110;76;;;;
YOR037W;31;24;;;;
YOR038C;45;28;;;;
YOR039W;70;68;;;;
YOR040W;40;18;;;;
snR9;14;6;;;;
YOR041C;43;44;;;;
YOR042W;263;261;;;;
snR62;3;3;;;;
YOR043W;110;113;;;;
YOR044W;10;17;;;;
YOR045W;101;102;;;;
YOR046C;131;124;;;;
YOR047C;42;49;;;;
YOR048C;77;96;;;;
YOR049C;42;54;;;;
YOR050C;15;22;;;;
YOR051C;125;92;;;;
YOR052C;101;86;;;;
YOR053W;69;65;;;;
YOR054C;138;133;;;;
YOR055W;11;15;;;;
YOR056C;50;52;;;;
YOR057W;31;35;;;;
YOR058C;20;24;;;;
tK(UUU)O;0;0;;;;
tK(UUU)O;0;0;;;;
YOR059C;73;47;;;;
YOR060C;25;23;;;;
YOR061W;151;162;;;;
YOR062C;30;45;;;;
YOR063W;4555;4514;;;;
YOR064C;12;10;;;;
YOR065W;85;91;;;;
YOR066W;34;23;;;;
YOR067C;46;56;;;;
YOR069W;56;58;;;;
YOR068C;9;6;;;;
YOR070C;41;35;;;;
YOR071C;38;44;;;;
YOR072W;1;0;;;;
YOR072W-A;2;3;;;;
tP(UGG)O2;0;0;;;;
YOR072W-B;0;0;;;;
tP(UGG)O2;0;0;;;;
YOR073W;20;19;;;;
YOR074C;44;38;;;;
YOR073W-A;7;8;;;;
YOR075W;20;18;;;;
YOR076C;22;29;;;;
YOR077W;22;18;;;;
YOR078W;22;36;;;;
YOR079C;97;79;;;;
YOR080W;36;30;;;;
YOR081C;44;40;;;;
YOR082C;8;5;;;;
YOR083W;37;43;;;;
YOR084W;46;53;;;;
YOR085W;106;136;;;;
YOR086C;265;266;;;;
tN(GUU)O2;0;0;;;;
YOR087W;58;68;;;;
YOR089C;157;142;;;;
YOR090C;95;85;;;;
YOR091W;59;56;;;;
YOR092W;66;72;;;;
YOR093C;41;31;;;;
YOR094W;17;16;;;;
YOR095C;66;75;;;;
YOR096W;216;196;;;;
YOR096W;656;594;;;;
YOR097C;28;28;;;;
YOR098C;80;78;;;;
YOR099W;252;266;;;;
YOR100C;4;4;;;;
YOR101W;66;79;;;;
YOR102W;41;35;;;;
YOR103C;43;37;;;;
YOR104W;37;35;;;;
YOR105W;12;13;;;;
YOR106W;45;37;;;;
YOR107W;13;21;;;;
YOR108W;126;124;;;;
YOR108C-A;34;31;;;;
YOR109W;115;106;;;;
YOR110W;41;57;;;;
YOR111W;18;14;;;;
YOR112W;32;45;;;;
YOR113W;40;47;;;;
YOR114W;8;7;;;;
YOR115C;40;34;;;;
YOR116C;103;107;;;;
YOR117W;256;259;;;;
YOR118W;53;42;;;;
YOR119C;31;30;;;;
YOR120W;89;91;;;;
YOR121C;29;41;;;;
YOR122C;385;417;;;;
YOR122C;29;27;;;;
YOR123C;136;137;;;;
YOR124C;125;153;;;;
YOR125C;55;57;;;;
YOR126C;16;21;;;;
YOR127W;82;85;;;;
YOR128C;461;414;;;;
YOR129C;25;11;;;;
YOR130C;43;64;;;;
tD(GUC)O;0;1;;;;
YOR131C;53;50;;;;
YOR132W;143;143;;;;
YOR133W;236;186;;;;
YOR134W;25;19;;;;
YOR135C;56;62;;;;
YOR136W;394;364;;;;
YOR137C;25;34;;;;
YOR138C;100;93;;;;
YOR139C;5;7;;;;
YOR140W;47;34;;;;
YOR141C;58;53;;;;
YOR142W;191;218;;;;
tG(CCC)O;0;0;;;;
YOR142W-B;0;0;;;;
YOR142W-A;0;0;;;;
YOR142W-B;0;1;;;;
YOR143C;14;7;;;;
YOR144C;13;9;;;;
YOR145C;64;53;;;;
YOR146W;35;30;;;;
YOR147W;28;24;;;;
YOR148C;21;17;;;;
YOR149C;39;20;;;;
YOR150W;47;38;;;;
YOR151C;380;404;;;;
YOR152C;7;7;;;;
YOR153W;1087;1039;;;;
YOR154W;19;11;;;;
YOR155C;115;120;;;;
YOR156C;30;21;;;;
YOR157C;240;212;;;;
YOR158W;55;37;;;;
YOR159C;31;42;;;;
YOR160W;48;44;;;;
YOR161C;142;154;;;;
YOR161W-A;21;7;;;;
YOR161W-B;39;36;;;;
YOR161C-C;3;2;;;;
YOR162C;41;30;;;;
YOR163W;78;75;;;;
YOR164C;45;57;;;;
YOR165W;94;88;;;;
YOR166C;20;16;;;;
YOR167C;566;549;;;;
YOR168W;191;189;;;;
YOR169C;50;40;;;;
YOR170W;6;9;;;;
YOR171C;65;66;;;;
YOR172W;46;56;;;;
YOR173W;69;62;;;;
YOR174W;34;35;;;;
YOR175C;128;99;;;;
YOR176W;128;119;;;;
tV(AAC)O;0;0;;;;
YOR177C;1;2;;;;
YOR178C;91;107;;;;
YOR179C;26;28;;;;
YOR180C;18;11;;;;
YOR181W;243;292;;;;
YOR182C;279;244;;;;
YOR182C;5;9;;;;
YOR183W;1;0;;;;
YOR184W;243;259;;;;
snR36;1;0;;;;
YOR185C;72;62;;;;
YOR186W;0;3;;;;
YOR186C-A;0;1;;;;
YOR187W;303;315;;;;
YOR188W;31;38;;;;
YOR189W;26;32;;;;
YOR190W;8;7;;;;
YOR191W;72;74;;;;
YOR192C;12;3;;;;
YOR192C-C;0;0;;;;
YOR192C-B;1;2;;;;
YOR192C-A;0;1;;;;
YOR192C-B;0;1;;;;
tM(CAU)O1;0;0;;;;
YOR193W;18;14;;;;
YOR194C;92;74;;;;
YOR195W;16;26;;;;
YOR196C;81;77;;;;
YOR197W;323;310;;;;
YOR198C;215;217;;;;
YOR199W;14;10;;;;
YOR200W;36;29;;;;
YOR201C;84;92;;;;
YOR202W;170;203;;;;
YOR203W;34;46;;;;
YOR204W;144;146;;;;
YOR205C;17;19;;;;
YOR206W;40;30;;;;
YOR207C;138;124;;;;
YOR208W;95;86;;;;
YOR209C;222;244;;;;
YOR210W;46;51;;;;
YOR211C;49;57;;;;
YOR212W;174;168;;;;
YOR213C;21;25;;;;
YOR214C;0;2;;;;
YOR215C;72;59;;;;
YOR216C;60;58;;;;
YOR217W;78;84;;;;
YOR218C;33;39;;;;
YOR219C;95;106;;;;
YOR220W;114;113;;;;
YOR221C;67;65;;;;
YOR222W;140;135;;;;
snR35;5;2;;;;
YOR223W;68;58;;;;
YOR224C;90;121;;;;
YOR225W;17;19;;;;
YOR226C;62;62;;;;
YOR227W;113;111;;;;
YOR228C;31;26;;;;
YOR229W;44;42;;;;
YOR230W;556;597;;;;
YOR231W;43;58;;;;
YOR231C-A;3;4;;;;
YOR232W;129;116;;;;
YOR233W;42;37;;;;
YOR234C;278;247;;;;
YOR234C;25;20;;;;
YOR235W;0;0;;;;
snR17a;0;0;;;;
snR17a;0;0;;;;
YOR236W;19;17;;;;
YOR237W;13;13;;;;
YOR238W;9;29;;;;
YOR239W;74;48;;;;
YOR239W;108;103;;;;
YOR241W;63;79;;;;
YOR242C;3;1;;;;
YOR243C;113;118;;;;
YOR244W;34;17;;;;
YOR245C;52;44;;;;
YOR246C;152;172;;;;
YOR247W;854;862;;;;
YOR248W;529;545;;;;
YOR249C;32;27;;;;
YOR250C;44;42;;;;
YOR251C;64;76;;;;
YOR252W;26;22;;;;
YOR253W;43;60;;;;
YOR254C;158;179;;;;
YOR255W;0;0;;;;
YOR256C;85;75;;;;
YOR257W;30;24;;;;
YOR258W;6;11;;;;
YOR259C;228;226;;;;
YOR260W;102;111;;;;
YOR261C;164;135;;;;
YOR262W;47;43;;;;
YOR263C;8;12;;;;
YOR264W;51;54;;;;
YOR265W;35;29;;;;
YOR266W;16;14;;;;
YOR267C;195;243;;;;
YOR268C;1;0;;;;
YOR269W;14;14;;;;
YOR270C;469;436;;;;
YOR271C;233;196;;;;
snR8;9;5;;;;
YOR272W;44;60;;;;
YOR273C;290;262;;;;
YOR274W;25;27;;;;
YOR275C;57;60;;;;
